ai_enrichment_state,asset_name_source,attribution_note,authority_name,auto_publish,canonical_symbol_candidate,external_status_source,manual_verification_required,methodology_id,normalized_status,publication_state,retrieved_at,source_detail_extraction_state,source_detail_fields,source_row_id,source_url,symbol_alias_candidates,symbol_source
QUEUED,Avalanche,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,AVAX,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-011-avalanche,https://www.fasset.com/shariah-reports/,"[""AVAX""]",AVAX
QUEUED,Stellar,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,XLM,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-012-stellar,https://www.fasset.com/shariah-reports/,"[""XLM""]",XLM
QUEUED,Bitcoin Cash,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,BCH,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-013-bitcoin-cash,https://www.fasset.com/shariah-reports/,"[""BCH""]",BCH
QUEUED,Polygon,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,MATIC,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-014-polygon,https://www.fasset.com/shariah-reports/,"[""MATIC""]",MATIC
QUEUED,Filecoin,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,FIL,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-015-filecoin,https://www.fasset.com/shariah-reports/,"[""FIL""]",FIL
QUEUED,TRON,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,TRX,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-016-tron,https://www.fasset.com/shariah-reports/,"[""TRX""]",TRX
QUEUED,Ethereum Classic,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,ETC,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-017-ethereum-classic,https://www.fasset.com/shariah-reports/,"[""ETC""]",ETC
QUEUED,VeChain,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,VET,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-018-vechain,https://www.fasset.com/shariah-reports/,"[""VET""]",VET
QUEUED,Monero,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,XMR,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-019-monero,https://www.fasset.com/shariah-reports/,"[""XMR""]",XMR
QUEUED,EOS,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,EOS,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-020-eos,https://www.fasset.com/shariah-reports/,"[""EOS""]",EOS
QUEUED,Tether,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,USDT,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-021-tether,https://www.fasset.com/shariah-reports/,"[""USDT""]",USDT
QUEUED,IOTA,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,MIOTA,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-022-iota,https://www.fasset.com/shariah-reports/,"[""MIOTA""]",MIOTA
QUEUED,Cosmos,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,ATOM,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-023-cosmos,https://www.fasset.com/shariah-reports/,"[""ATOM""]",ATOM
QUEUED,Neo,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,NEO,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-024-neo,https://www.fasset.com/shariah-reports/,"[""NEO""]",NEO
QUEUED,Tezos,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,XTZ,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-025-tezos,https://www.fasset.com/shariah-reports/,"[""XTZ""]",XTZ
QUEUED,Algorand,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,ALGO,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-026-algorand,https://www.fasset.com/shariah-reports/,"[""ALGO""]",ALGO
QUEUED,Decred,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,DCR,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-027-decred,https://www.fasset.com/shariah-reports/,"[""DCR""]",DCR
QUEUED,USD Coin,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,USDC,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-028-usd-coin,https://www.fasset.com/shariah-reports/,"[""USDC""]",USDC
QUEUED,Binance Coin,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,BNB,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-029-binance-coin,https://www.fasset.com/shariah-reports/,"[""BNB""]",BNB
QUEUED,Toncoin,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,TON,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-030-toncoin,https://www.fasset.com/shariah-reports/,"[""TON""]",TON
QUEUED,Artificial Superintelligence Alliance,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,ASI,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-031-artificial-superintelligence-alliance,https://www.fasset.com/shariah-reports/,"[""ASI""]",ASI
QUEUED,Render,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,RENDER,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-032-render,https://www.fasset.com/shariah-reports/,"[""RNDR"", ""RENDER""]",RNDR / RENDER
QUEUED,The Graph,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,GRT,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-033-the-graph,https://www.fasset.com/shariah-reports/,"[""GRT""]",GRT
QUEUED,Hedera,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,HBAR,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-034-hedera,https://www.fasset.com/shariah-reports/,"[""HBAR""]",HBAR
QUEUED,Stacks,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,STX,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-035-stacks,https://www.fasset.com/shariah-reports/,"[""STX""]",STX
QUEUED,Gala,"Status observed on Fasset's public Shariah Reports page. Detailed source fields must be fetched, verified and attributed separately.",Fasset,False,GALA,Shariah Compliant,True,FASSET_SHARIAH_REPORTS,ELIGIBLE_EXTERNAL_REFERENCE,PENDING_ADMIN_REVIEW,2026-07-24,FETCH_AND_VERIFY_FROM_SOURCE_BEFORE_PUBLICATION,"{""platform_purpose"": null, ""token_utility"": null, ""data_structure"": null, ""smart_contract_capability"": null, ""transaction_validation"": null, ""consensus_mechanism"": null, ""governance_model"": null, ""tokenomics"": null, ""verdict_protocol_use"": null, ""verdict_token_use"": null, ""verdict_riba"": null, ""verdict_other_impermissibilities"": null}",FASSET-036-gala,https://www.fasset.com/shariah-reports/,"[""GALA""]",GALA
